Accession,Host,Collection_Date
BBB16771,Hominidae,2013-02
BBB16772,Hominidae,2013-02
BBB16773,Hominidae,2013-02
BBB16774,Hominidae,2013-02
BBB16775,Hominidae,2013-02
BBB16776,Hominidae,2013-02
BBB16777,Hominidae,2013-02
BBB16778,Hominidae,2013-02
BBB16779,Hominidae,2013-02
BBB16780,Hominidae,2013-02
BBB16781,Hominidae,2013-02
BBB16782,Hominidae,2013-02
BBB16783,Hominidae,2013-02
BBB16784,Hominidae,2013-02
BBB16785,Hominidae,2013-02
BBB16786,Hominidae,2013-02
BBB16787,Hominidae,2013-02
BBB16788,Hominidae,2013-02
BBB16789,Hominidae,2013-02
BBB16790,Hominidae,2013-02
BBB16791,Hominidae,2013-03
BBB16792,Hominidae,2013-03
BBB16793,Hominidae,2013-03
BBB16794,Hominidae,2013-03
BBB16795,Hominidae,2013-03
BBB16796,Hominidae,2013-03
BBB16797,Hominidae,2013-03
BBB16798,Hominidae,2013-03
BBB16799,Hominidae,2013-03
BBB16800,Hominidae,2013-03
BBB16801,Hominidae,2013-03
BBB16802,Hominidae,2013-03
BBB16803,Hominidae,2013-03
BBB16804,Hominidae,2013-03
BBB16805,Hominidae,2013-03
BBB16806,Hominidae,2013-03
BBB16807,Hominidae,2013-03
BBB16808,Hominidae,2013-03
BBB16809,Hominidae,2013-03
BBB16810,Hominidae,2013-03
BBB16811,Hominidae,2013-03
BBB16812,Hominidae,2013-03
BBB16813,Hominidae,2013-03
BBB16814,Hominidae,2013-03
BBB16815,Hominidae,2013-03
BBB16816,Hominidae,2013-04
BBB16817,Hominidae,2013-04
BBB16818,Hominidae,2013-04
BBB16819,Hominidae,2013-04
BBB16820,Hominidae,2013-04
BBB16821,Hominidae,2013-04
BBB16822,Hominidae,2013-04
BBB16823,Hominidae,2013-04
BBB16824,Hominidae,2013-04
BBB16825,Hominidae,2013-04
BBB16826,Hominidae,2013-05
BBB16827,Hominidae,2013-05
BBB16828,Hominidae,2013-05
BBB16829,Hominidae,2013-05
BBB16830,Hominidae,2013-05
BBB16831,Hominidae,2013-03
BBB16832,Hominidae,2013-03
BBB16833,Hominidae,2013-03
BBB16834,Hominidae,2013-03
BBB16835,Hominidae,2013-03
BBB16836,Hominidae,2013-04
BBB16837,Hominidae,2013-04
BBB16838,Hominidae,2013-04
BBB16839,Hominidae,2013-04
BBB16840,Hominidae,2013-04
BBB16841,Hominidae,2013-04
BBB16842,Hominidae,2013-04
BBB16843,Hominidae,2013-04
BBB16844,Hominidae,2013-04
BBB16845,Hominidae,2013-04
BBB16846,Hominidae,2013-05
BBB16847,Hominidae,2013-05
BBB16848,Hominidae,2013-05
BBB16849,Hominidae,2013-05
BBB16850,Hominidae,2013-05
BBB16851,Hominidae,2013-05
BBB16852,Hominidae,2013-05
BBB16853,Hominidae,2013-05
BBB16854,Hominidae,2013-05
BBB16855,Hominidae,2013-05
BBB16856,Hominidae,2013-06
BBB16857,Hominidae,2013-06
BBB16858,Hominidae,2013-06
BBB16859,Hominidae,2013-06
BBB16860,Hominidae,2013-06
BBB16861,Hominidae,2013-06
BBB16862,Hominidae,2013-07
BBB16863,Hominidae,2013-03
BBB16864,Hominidae,2013-04
BBB16865,Hominidae,2013-04
BBB16866,Hominidae,2013-04
BBB16867,Hominidae,2013-04
BBB16868,Hominidae,2013-04
BBB16869,Hominidae,2013-04
BBB16870,Hominidae,2013-04
BBB16871,Hominidae,2013-04
BBB16872,Hominidae,2013-04
BBB16873,Hominidae,2013-04
BBB16874,Hominidae,2013-05
BBB16875,Hominidae,2013-05
BBB16876,Hominidae,2013-05
BBB16877,Hominidae,2013-05
BBB16878,Hominidae,2013-05
BBB16879,Hominidae,2013-05
BBB16880,Hominidae,2013-05
BBB16881,Hominidae,2013-05
BBB16882,Hominidae,2013-05
BBB16883,Hominidae,2013-06
BBB16884,Hominidae,2013-06
BBB16885,Hominidae,2013-06
BBB16886,Hominidae,2013-06
BBB16887,Hominidae,2013-06
BBB16888,Hominidae,2013-02
BBB16889,Hominidae,2013-02
BBB16890,Hominidae,2013-03
BBB16891,Hominidae,2013-03
BBB16892,Hominidae,2013-03
BBB16893,Hominidae,2013-03
BBB16894,Hominidae,2013-03
BBB16895,Hominidae,2013-03
BBB16896,Hominidae,2013-03
BBB16897,Hominidae,2013-03
BBB16898,Hominidae,2013-03
BBB16899,Hominidae,2013-04
BBB16900,Hominidae,2013-04
BBB16901,Hominidae,2013-04
BBB16902,Hominidae,2013-04
BBB16903,Hominidae,2013-04
BBB16904,Hominidae,2013-04
BBB16905,Hominidae,2013-04
BBB16906,Hominidae,2013-04
BBB16907,Hominidae,2013-04
BBB16908,Hominidae,2013-02
BBB16909,Hominidae,2013-02
BBB16910,Hominidae,2013-04
BBB16911,Hominidae,2013-04
BBB16912,Hominidae,2013-05
BBB16913,Hominidae,2014-01
BBB16914,Hominidae,2014-01
BBB16915,Hominidae,2014-01
BBB16916,Hominidae,2014-01
BBB16917,Hominidae,2014-01
BBB16918,Hominidae,2014-02
BBB16919,Hominidae,2014-01
BBB16920,Hominidae,2014-02
BBB16921,Hominidae,2014-03
BBB16922,Hominidae,2014-03
BBB16923,Hominidae,2014-03
BBB16924,Hominidae,2014-03
BBB16925,Hominidae,2014-03
BBB16926,Hominidae,2014-03
AXQ59960,Suidae,2012-03-07
QBA82447,Suidae,2018-01
QAY29551,Suidae,2017-03-01
QAY29552,Suidae,2017-03-01
QAY29553,Suidae,2017-03-01
QAY29554,Suidae,2017-05-01
QAY29555,Suidae,2017-05-01
QAY29556,Suidae,2017-05-01
QAY29557,Suidae,2017-05-01
QAY29558,Suidae,2017-05-01
QAY29559,Suidae,2017-05-01
QAY29560,Suidae,2017-06-01
QAY29561,Suidae,2017-06-01
QAY29562,Suidae,2017-07-01
QAY29563,Suidae,2017-07-01
QAY29564,Suidae,2017-07-01
QAY29565,Suidae,2017-09-01
QAY29566,Suidae,2017-09-01
QAY29567,Suidae,2017-09-01
QAY29568,Suidae,2017-09-01
QAY29569,Suidae,2017-09-01
QAY29570,Suidae,2017-09-01
QAY29571,Suidae,2017-10-01
QAY29572,Suidae,2017-11-01
QAY29573,Suidae,2017-11-01
QAY29574,Suidae,2017-11-01
QAV56635,Suidae,2016-07
BBE15147,Hominidae,2016-08
BBH55852,Hominidae,1974
AZZ86123,Hominidae,2009-09-04
AZZ86124,Hominidae,2009-09-08
AZZ86125,Hominidae,2009-10-03
AZZ86126,Hominidae,2009-10-21
AZZ86127,Hominidae,2009-11-02
AZZ86128,Hominidae,2009-11-04
ATY36270,Hominidae,2015
BBF24836,Hominidae,2014-07-20
BBF24847,Hominidae,2014-12-08
BBF24858,Hominidae,2011-09-16
BBF24869,Hominidae,2012-03-21
BBF24880,Hominidae,2013-06-17
AZP23950,Hominidae,2016-03
AZP23951,Hominidae,2016-02
AZP23952,Hominidae,2016-02
AZP23953,Hominidae,2016-02
AZP23954,Hominidae,2016-03
AZP23955,Hominidae,2016-03
AZP23956,Hominidae,2016-04
AZP23957,Hominidae,2016-01
AZP23958,Hominidae,2016-01
AZP23959,Hominidae,2016-02
AZP23960,Hominidae,2016-03
AZP23961,Hominidae,2015-12
AZP23962,Hominidae,2016-01
AZP23963,Hominidae,2016-01
AZP23964,Hominidae,2016-01
AZP23965,Hominidae,2016-02
AZP23966,Hominidae,2016-02
AZB48647,Hominidae,2015-04-16
AYV62416,Hominidae,2006-01-14
AYP00131,Suidae,2017-11
AYG99392,Hominidae,2015
AYG99393,Hominidae,2015
AYG99394,Hominidae,2015
AYG99395,Hominidae,2016
AYG99396,Hominidae,2016
AYG99397,Hominidae,2016
AYH64942,Hominidae,2010-03-12
AYH64944,Hominidae,2010-05-31
AXS77078,Hominidae,2011
AXS77237,Hominidae,2014-03-17
AXS77249,Hominidae,2015-07-10
AXS77326,Hominidae,2010
AXS77336,Hominidae,2011
AXS77347,Suidae,2009
AXQ88125,Hominidae,2013
AXQ88126,Hominidae,2013
AXQ88127,Hominidae,2013
AXQ88128,Hominidae,2013
BBE52721,Hominidae,2009
AXF43016,Suidae,2006
AXF43017,Suidae,2006
AXF43018,Suidae,2006
AXF43019,Suidae,2006
AXF43020,Suidae,2006
AXF43021,Suidae,2006
AXF43022,Suidae,2006
AXF43023,Suidae,2006
AXF43024,Suidae,2006
AXF43025,Suidae,2006
AXF43026,Suidae,2006
AXF43027,Suidae,2006
AXF43028,Suidae,2006
AXF43029,Suidae,2006
AXF43030,Suidae,2006
AXF43031,Bovidae,2006
AXF43032,Bovidae,2006
AXF43033,Bovidae,2006
AXF43035,Bovidae,2006
AXF43036,Bovidae,2006
AXF43037,Bovidae,2006
AXF43038,Bovidae,2006
AXF43039,Bovidae,2006
AXF43040,Bovidae,2006
AXF43041,Bovidae,2006
AXF43043,Bovidae,2006
AXF43045,Bovidae,2006
AXA19554,Hominidae,2013
AXA19555,Hominidae,2013
AXA19556,Hominidae,2013
AXA19557,Hominidae,2013
AWX26065,Hominidae,2010
AWX26076,Hominidae,2011
AWX26087,Hominidae,2012
AWX26098,Hominidae,2013
AWX26109,Hominidae,2014
AWX26120,Hominidae,2015
AWX26131,Hominidae,2016
AWU66009,Hominidae,2015
BBE28635,Hominidae,2017-03
BBE28646,Hominidae,2017-05
AWS21356,Equidae,2016-10-21
AWS21357,Equidae,2016-10-25
AWS21358,Equidae,2016-10-30
AWS21359,Equidae,2016-10-21
AWS21360,Equidae,2016-10-25
AWS21361,Equidae,2016-10-30
AWS21362,Equidae,2016-10-29
AWS21363,Equidae,2016-11-03
AWS21364,Equidae,2016-11-04
AWS21365,Equidae,2016-11-10
AWS21366,Equidae,2017-03-02
AWS21367,Equidae,2017-03-05
AWS21368,Equidae,2017-05-31
AWS21369,Equidae,2017-06-01
AWS21370,Equidae,2017-06-02
AWS21371,Equidae,2017-06-02
AWS21372,Equidae,2017-06-05
AWS21373,Equidae,2017-06-05
AWS21374,Equidae,2017-06-05
AWS21375,Equidae,2017-06-05
AWS21376,Equidae,2017-06-14
AWS21377,Equidae,2017-06-16
AWS21378,Equidae,2017-06-16
AWS21379,Equidae,2017-06-20
AWS21380,Equidae,2017-06-20
AWS21381,Equidae,2017-06-26
AWS21382,Equidae,2017-06-26
AWS21383,Equidae,2017-07-06
AWS21384,Equidae,2017-07-06
AWS21385,Equidae,2017-07-06
AWS21386,Equidae,2017-07-14
AWS21387,Equidae,2017-08-24
AWS21388,Equidae,2017-08-24
AWQ35917,Hominidae,2015
AWQ35918,Hominidae,2015
AWQ35919,Hominidae,2015
AWQ35920,Hominidae,2016
AWQ35921,Hominidae,2016
AWQ35922,Hominidae,2016
AWQ35923,Hominidae,2016
AWQ35924,Hominidae,2016
AWQ35925,Hominidae,2016
AWQ35926,Hominidae,2016
AWQ35927,Hominidae,2016
AWQ35928,Hominidae,2016
AWQ35929,Hominidae,2016
AWQ35930,Hominidae,2016
AWQ35931,Hominidae,2016
AWQ35932,Hominidae,2016
AWQ35933,Hominidae,2016
AWQ35934,Hominidae,2016
AWQ35935,Hominidae,2016
AWQ35936,Hominidae,2016
AWQ35937,Hominidae,2016
AWQ35938,Hominidae,2016
AWQ35939,Hominidae,2016
AWQ35940,Hominidae,2016
AWQ35941,Hominidae,2016
AWQ35942,Hominidae,2015
AWQ35943,Hominidae,2015
AWQ35944,Hominidae,2016
AWQ35945,Hominidae,2016
AWQ35946,Hominidae,2016
AWQ35947,Hominidae,2016
AWQ35948,Hominidae,2016
AWQ35949,Hominidae,2016
AWQ35950,Hominidae,2016
AWQ35951,Hominidae,2016
AWQ35952,Hominidae,2016
AWQ35953,Hominidae,2016
AWQ35954,Hominidae,2016
AWQ35955,Hominidae,2016
AWQ35956,Hominidae,2016
AWQ35957,Hominidae,2016
AWQ35958,Hominidae,2016
AWQ36287,Hominidae,2015
AWQ36288,Hominidae,2015
AWQ36289,Hominidae,2016
AWQ36290,Hominidae,2016
AWQ36291,Hominidae,2016
AWQ36292,Hominidae,2015
AWQ36293,Hominidae,2016
AWQ36294,Hominidae,2016
AWN56712,Hominidae,2014
AWN56714,Hominidae,2015
AWN56716,Hominidae,2015
AWK67843,Hominidae,2017-05
BBC55641,Hominidae,2015
BBB46069,Hominidae,2014
AVZ46860,Hominidae,2017-03
AVZ46861,Hominidae,2017-03
AVZ46862,Hominidae,2017-03
AVZ46864,Hominidae,2017-03
AVZ46865,Hominidae,2017-03
AVZ46866,Hominidae,2017-03
AVZ46867,Hominidae,2017-03
BBA66368,Hominidae,2015
BBA66369,Hominidae,2015
BBA66370,Hominidae,2015
BBA66371,Hominidae,2015
BBA66372,Hominidae,2016
BBA66373,Hominidae,2016
BBA66374,Hominidae,2016
BBA66375,Hominidae,2016
BBA66376,Hominidae,2016
BBA66377,Hominidae,2016
BBA66378,Hominidae,2016
AVX53891,Hominidae,2014-01-15
AVX53892,Hominidae,2013-12-10
AVX53893,Hominidae,2013-10-15
AVX53894,Hominidae,2013-11-20
AVX53895,Hominidae,2013-10-15
AVX53896,Hominidae,2013-12-25
AVX53897,Hominidae,2013-10-01
AVX53898,Hominidae,2014-01-15
AVT44446,Hominidae,2017-01
AVT56302,Hominidae,2005-02-25
AVT56308,Hominidae,2005-04-15
AVT56312,Hominidae,2016-01-28
AVT56313,Hominidae,2016-03-02
AVR65449,Suidae,2017-05
BBC22221,Hominidae,2015
BBC22222,Hominidae,2015
BBC22223,Hominidae,2016
BBC22224,Hominidae,2016
BBC22225,Hominidae,2016
BBC22226,Hominidae,2015
AVP27324,Suidae,2017-05
ATX70151,Suidae,2015-12
BBC44119,Hominidae,2009-05-18
AUX83808,Hominidae,2013
AUX83814,Hominidae,2013
AUX83818,Hominidae,2014
AUV48513,Hominidae,2016-12-30
AUV48514,Hominidae,2017-01-10
AUV48515,Hominidae,2016-12-20
AUV48516,Hominidae,2016-12-10
AUV48517,Hominidae,2016-11-30
AUV48518,Hominidae,2016-11-20
AUV48519,Hominidae,2017-01-10
AUV48520,Hominidae,2016-12-30
AUV48521,Hominidae,2016-12-20
AUV48522,Hominidae,2016-12-10
AUV48523,Hominidae,2016-11-30
AUV48524,Hominidae,2016-11-20
AUV48525,Hominidae,2016-12-30
AUV48526,Hominidae,2017-01-10
AUV48527,Hominidae,2016-12-20
AUV48528,Hominidae,2016-12-10
AUV48529,Hominidae,2016-11-30
AUV48530,Hominidae,2016-11-20
AUV48531,Hominidae,2016-11-20
AUV48532,Hominidae,2016-11-30
AUV48533,Hominidae,2016-12-10
AUV48537,Hominidae,2016-11-20
AUV48538,Hominidae,2016-11-30
AUV48539,Hominidae,2016-12-10
AUV48540,Hominidae,2016-12-20
AUV48541,Hominidae,2016-12-30
AUV48542,Hominidae,2017-01-10
AUV48543,Hominidae,2017-01-10
AUV48544,Hominidae,2017-01-10
AUV48545,Hominidae,2017-01-10
AUV48546,Hominidae,2017-01-10
AUV48547,Hominidae,2017-01-10
AUV48548,Hominidae,2017-01-10
AUT30241,Hominidae,2010
AUT30242,Hominidae,2010
AUT30243,Hominidae,2010
AUT30248,Hominidae,2010
AUD10137,Hominidae,2012
ATY52013,Suidae,2016
ATX62217,Hominidae,2016-09
ATX62218,Hominidae,2016-03
ATX62219,Hominidae,2016-09
APA28763,Hominidae,2013-02-15
AQY10176,Hominidae,2011
AQY10177,Hominidae,2010
AQY10178,Hominidae,2003
AQY10179,Hominidae,2003
ATL64755,Hominidae,2012-10-15
ATL64756,Hominidae,2012-10-15
ATL73569,Hominidae,2015
ASY08022,Hominidae,2016-02-29
BBA46383,Hominidae,2011
BBA46384,Hominidae,2011
BBA46385,Hominidae,2012
BBA46386,Hominidae,2012
BBA46387,Hominidae,2012
BBA46388,Hominidae,2013
BBA46389,Hominidae,2013
BBA46390,Hominidae,2013
BBA46391,Hominidae,2013
BBA46392,Hominidae,2013
BBA46393,Hominidae,2013
BBA27030,Hominidae,2015
BBA27041,Hominidae,2016
BBA27052,Hominidae,2016
BBA27063,Hominidae,2016
BBA27074,Hominidae,2016
BBA27085,Hominidae,2016
BBA27096,Hominidae,2016
BBA27107,Hominidae,2016
BBA27118,Hominidae,2016
BBA27129,Hominidae,2016
AST25338,Hominidae,2009
AST25339,Hominidae,2009
AST25340,Hominidae,2009
AST25341,Hominidae,2009
AST25342,Hominidae,2009
AST25343,Hominidae,2009
AST25344,Hominidae,2009
AST25345,Hominidae,2009
AST25346,Hominidae,2009
AST25347,Hominidae,2010
AST25348,Hominidae,2010
AST25349,Hominidae,2010
AST25350,Hominidae,2010
AST25351,Hominidae,2010
AST25352,Hominidae,2010
AST25353,Hominidae,2010
AST25354,Hominidae,2010
AST25355,Hominidae,2010
AST25356,Hominidae,2010
AST25357,Hominidae,2011
AST25358,Hominidae,2011
AST25359,Hominidae,2011
AST25360,Hominidae,2011
AST25361,Hominidae,2011
AST25362,Hominidae,2011
AST25363,Hominidae,2011
AST25364,Hominidae,2013
AST25365,Hominidae,2009
AST25366,Hominidae,2010
AST25367,Hominidae,2009
AST25368,Hominidae,2011
AST25369,Hominidae,2011
AST25370,Hominidae,2012
AST25371,Hominidae,2012
AST25372,Hominidae,2012
AST25373,Hominidae,2012
AST25374,Hominidae,2012
AST25375,Hominidae,2012
AST25376,Hominidae,2012
AST25377,Hominidae,2013
AST25378,Hominidae,2013
AST25379,Hominidae,2013
AST25380,Hominidae,2013
AST25381,Hominidae,2013
AST25382,Hominidae,2013
AST11873,Hominidae,2013-05-28
AST11882,Hominidae,2013-06-03
AST11893,Hominidae,2013-03-13
AST11905,Hominidae,2015-02-10
AST11928,Hominidae,2013-03-06
AST11940,Hominidae,2013-04-19
AST11963,Hominidae,2015-03-11
AST11985,Hominidae,2013-02-02
AST11997,Hominidae,2013-01-07
AST12008,Hominidae,2016-06-18
AST12047,Hominidae,2013-05-15
AST12059,Hominidae,2013-04-07
AST12071,Hominidae,2013-05-16
AST12140,Hominidae,2016-06-18
AST12141,Hominidae,2016-06-18
AST12183,Hominidae,2015-02-19
AST12195,Hominidae,2013-05-23
AST12207,Hominidae,2015-02-17
ASR91756,Hominidae,2010
ASR91757,Hominidae,2012
ASR91758,Hominidae,2013
ASR91759,Hominidae,2013
ASR91760,Hominidae,2009
ASR91761,Hominidae,2009
ASR91762,Hominidae,2009
ASR91763,Hominidae,2009
ASR91764,Hominidae,2010
ASR91765,Hominidae,2010
ASR91766,Hominidae,2010
ASR91767,Hominidae,2010
ASR91768,Hominidae,2011
ASR91769,Hominidae,2011
ASR91770,Hominidae,2011
ASR91771,Hominidae,2012
ASR91772,Hominidae,2012
ASR91773,Hominidae,2012
ASR91774,Hominidae,2013
ASR91775,Hominidae,2013
ASR91776,Hominidae,2011
ASR91777,Hominidae,2009
ASR91778,Hominidae,2010
ASR91779,Hominidae,2010
ASR91780,Hominidae,2011
ASR91781,Hominidae,2011
ASR91782,Hominidae,2011
ASR91783,Hominidae,2011
ASR91784,Hominidae,2011
ASR91785,Hominidae,2012
ASR91786,Hominidae,2012
ASR91787,Hominidae,2012
ASR91788,Hominidae,2013
ASR91789,Hominidae,2013
ASR91790,Hominidae,2013
ASR91791,Hominidae,2013
ASR91792,Hominidae,2013
ASR91793,Hominidae,2011
ASR91794,Hominidae,2012
ASR91795,Hominidae,2011
ASR91796,Hominidae,2012
ASR91797,Hominidae,2012
ASR91798,Hominidae,2012
ASR91799,Hominidae,2012
ASR91800,Hominidae,2009
ASR91801,Hominidae,2009
ASR91802,Hominidae,2009
ASR91803,Hominidae,2010
ASR91804,Hominidae,2012
ASR91805,Hominidae,2013
ASR91806,Hominidae,2013
ASR91807,Hominidae,2013
ASM56454,Hominidae,2013-03-17
ASM56465,Hominidae,2013-03-21
ASM56476,Hominidae,2013-01-15
ASM56487,Hominidae,2013-01-05
ASM56498,Hominidae,2013-01-05
ASM56509,Hominidae,2012-12-28
ASM56520,Hominidae,2012-11-06
ASM56531,Hominidae,2013-03-07
ASM56542,Hominidae,2012-11-15
ASM56553,Hominidae,2013-01-04
ASM56566,Hominidae,2013-01-10
ASM56567,Hominidae,2013-01-10
ASM56578,Hominidae,2013-01-24
ASM56589,Hominidae,2013-08-29
ASM56600,Hominidae,2012-11-26
ASM56611,Hominidae,2013-04-15
ASM56622,Hominidae,2013-01-04
ASM56633,Hominidae,2013-04-15
ASM56644,Hominidae,2013-07-05
ASM56655,Bovidae,2013-01-09
ASM56669,Suidae,2016-01-07
ASL04965,Hominidae,2015-04-21
ASL04966,Hominidae,2015-11-02
ASL04967,Hominidae,2015-11-26
ASL04968,Hominidae,2015-12-07
ASL04969,Hominidae,2015-12-07
ASL04970,Hominidae,2015-12-08
ASL04971,Hominidae,2015-12-09
ASL04972,Hominidae,2015-12-17
ASL04973,Hominidae,2015-12-18
ASL04974,Hominidae,2015-12-23
ASL04975,Hominidae,2016-01-28
ASL04976,Hominidae,2016-01-29
ASF57912,Hominidae,2005-06
ASF57915,Hominidae,2007-02
ASF57916,Hominidae,2007-05
ASF57917,Hominidae,2008-01
ASF57920,Hominidae,2009-01
ASE03830,Hominidae,2013-02-11
ASE03841,Hominidae,2013-03-24
ASE03853,Hominidae,2012-01-06
ASE03854,Hominidae,2012-01-06
ASE03880,Hominidae,2013-01-24
ASE03889,Hominidae,2013-10-06
ASE03898,Hominidae,2013-10-10
ASE03904,Hominidae,2011-12-14
ASE03912,Hominidae,2013-11-11
ASE03922,Hominidae,2012-05-02
ASE03935,Hominidae,2012-10-23
ASE03943,Hominidae,2013-09-12
ASE03955,Hominidae,2012-12-11
ASE04005,Hominidae,2013-09-22
ASE04015,Hominidae,2013-11-03
ASE04025,Hominidae,2013-11-26
ASE04034,Hominidae,2013-05-30
ASE04044,Hominidae,2013-01-24
ASE04056,Hominidae,2013-02-21
ASE04077,Hominidae,2013-09-18
ASE04078,Hominidae,2013-09-18
ASE04086,Hominidae,2013-02-27
ASE04097,Hominidae,2013-06-21
ASE04105,Hominidae,2013-10-15
ASE04106,Hominidae,2013-10-15
ASE04113,Hominidae,2012-12-20
ASE04144,Hominidae,2012-11-28
ASE04146,Hominidae,2013-11-10
ASE04153,Hominidae,2012-05-03
ASE04162,Hominidae,2013-10-02
ASE04168,Hominidae,2012-05-31
ASE04179,Hominidae,2013-01-17
ASE04189,Hominidae,2013-07-11
ASE04197,Hominidae,2013-11-15
ASE04205,Hominidae,2013-07-10
ASE04213,Hominidae,2013-10-10
ASE04239,Hominidae,2013-01-29
ASE04252,Hominidae,2013-09-30
ASE04253,Hominidae,2013-09-30
ASE04261,Hominidae,2013-06-10
ASE04270,Hominidae,2013-08-23
ASE04293,Hominidae,2012-08-07
ASE04294,Hominidae,2012-08-07
ASE04303,Hominidae,2013-08-25
ASE04311,Hominidae,2013-10-16
ASE04328,Hominidae,2011
ASE04339,Hominidae,2011
ASE04350,Hominidae,2011
ASE04383,Hominidae,2011
ASE04395,Hominidae,2004
ASE04396,Hominidae,2004
ASE04404,Hominidae,2011
ASE04416,Hominidae,2011
ASE04435,Hominidae,2011
BAX56167,Equidae,2011
BAX56168,Equidae,2012
BAX56169,Equidae,2013
BAX56170,Equidae,2014
BAX56171,Equidae,2015
BAX56175,Equidae,2015
BAX35527,Hominidae,2007
BAX35549,Hominidae,2007
BAX35844,Hominidae,2014-05-20
BAX35855,Hominidae,2014-05-24
BAX35866,Hominidae,2014-05-29
BAX35877,Hominidae,2014-06-10
BAX35888,Hominidae,2014-06-19
BAX35899,Hominidae,2014-06-20
BAX35910,Hominidae,2014-05-14
BAX35921,Hominidae,2014-05-20
BAX35932,Hominidae,2014-05-23
BAX35943,Hominidae,2014-05-30
BAX35954,Hominidae,2014-05-31
BAX35965,Hominidae,2014-05-31
BAX35974,Hominidae,2014-06-02
BAX35985,Hominidae,2014-06-07
BAX36007,Hominidae,2014-06-12
BAX36036,Hominidae,2014-06-20
BAX36047,Hominidae,2014-06-18
BAX36058,Hominidae,2014-07-01
BAX36069,Hominidae,2014-07-03
BAX36089,Hominidae,2014-04-14
BAX36104,Hominidae,2014-04-25
BAX36114,Hominidae,2014-04-25
BAX36125,Hominidae,2014-04-29
BAX36136,Hominidae,2014-05-24
BAX36147,Hominidae,2014-05-05
BAX36158,Hominidae,2014-05-01
BAX36169,Hominidae,2014-05-03
BAX36180,Hominidae,2014-05-16
BAX36191,Hominidae,2014-05-16
BAX36202,Hominidae,2014-06-02
BAX36213,Hominidae,2014-06-01
BAX36224,Hominidae,2014-06-04
BAX36235,Hominidae,2014-06-04
BAX36244,Hominidae,2014-06-06
BAX36256,Hominidae,2014-06-07
BAX36267,Hominidae,2014-06-09
BAX36278,Hominidae,2014-04-17
BAX36289,Hominidae,2014-05-10
BAX36300,Hominidae,2014-04-29
BAX36311,Hominidae,2014-05-01
BAX36322,Hominidae,2014-04-30
BAX36333,Hominidae,2014-05-01
BAX36344,Hominidae,2014-05-14
BAX36355,Hominidae,2014-05-19
BAX36366,Hominidae,2014-05-20
AOE43635,Suidae,2014-02-26
AOE43636,Suidae,2014-02-26
AOE43637,Suidae,2015-09-02
AOE43638,Suidae,2009-12-16
AOE43639,Suidae,2010-03-11
AOE43640,Suidae,2010-05-13
AOE43641,Suidae,2010-11-04
AOE43642,Suidae,2010-11-16
AOE43643,Suidae,2011-01-18
AOE43644,Suidae,2011-05-11
AOE43645,Suidae,2011-05-11
AOE43646,Suidae,2011-05-11
AOE43647,Suidae,2011-05-17
AOE43648,Suidae,2011-06-01
AOE43649,Suidae,2011-06-01
AOE43650,Suidae,2011-06-08
AOE43651,Suidae,2011-06-08
AOE43652,Suidae,2011-06-29
AOE43653,Suidae,2011-09-08
AOE43654,Suidae,2011-11-03
AOE43655,Suidae,2011-11-16
AOE43657,Suidae,2011-12-08
AOE43658,Suidae,2011-12-08
AOE43659,Suidae,2011-12-08
AOE43661,Suidae,2012-05-24
AOE43662,Suidae,2012-06-07
AOE43663,Suidae,2013-11-07
AOE43664,Suidae,2010-01-06
AOE43665,Suidae,2011-03-30
BAX25383,Hominidae,2014
APQ41779,Hominidae,2011
AQT31702,Hominidae,2009
AQT31703,Hominidae,2010
AQT31704,Hominidae,2011
AQQ12241,Suidae,2015-02
AQQ12251,Suidae,2015-02
AQQ12261,Suidae,2015-03
AQQ12271,Suidae,2015-03
AQQ12293,Suidae,2014-10
AQQ12299,Suidae,2014-04
AQQ12310,Suidae,2014-10
AQQ12318,Suidae,2014-07
AQQ12329,Hominidae,2007-12
APZ86765,Bovidae,2015
APZ86766,Bovidae,2015
BAW95005,Hominidae,2011
BAW95006,Hominidae,2011
BAW95007,Hominidae,2011
BAW95008,Hominidae,2011
BAW95009,Hominidae,2011
APQ41768,Hominidae,2013
APG80718,Hominidae,2009
APG80719,Hominidae,2010
APG80720,Hominidae,2011
APB61107,Hominidae,2010-02
APB61029,Hominidae,2010-02
APB61040,Hominidae,2013-09-21
APB61051,Hominidae,2010-02
APB61062,Hominidae,2010-02
APB61073,Hominidae,2010-01
APB61084,Hominidae,2010-01
APB61095,Hominidae,2010-01
APB61118,Hominidae,2010-01
APB61129,Hominidae,2010-01
APB61140,Hominidae,2013-08-07
APB61151,Hominidae,2013-08-05
APB61162,Hominidae,2013-08-05
APB61173,Hominidae,2013-08-02
APB61184,Hominidae,2013-12-04
APB61195,Hominidae,2013-11-30
APB61206,Hominidae,2013-11-27
BAV90563,Hominidae,2014-09
ALJ82913,Hominidae,2000
ALJ82914,Hominidae,2012
ALJ82915,Hominidae,2013
ALJ82916,Hominidae,2012
ALJ82917,Hominidae,2001
ALJ82918,Hominidae,2002
ALJ82919,Hominidae,2004
ALJ82920,Hominidae,2005
ALJ82921,Hominidae,2005
ALJ82922,Hominidae,2005
ALJ82923,Hominidae,2007
ALJ82924,Hominidae,2006
ALJ82925,Hominidae,2007
ALJ82926,Hominidae,2007
ALJ82927,Hominidae,2007
ALJ82928,Hominidae,2008
