Accession,Host,Collection_Date
UQJ70165,Hominidae,2017
UQJ70177,Hominidae,2017
UQJ70189,Hominidae,2017
UQJ70201,Hominidae,2017
UQJ70213,Hominidae,2017
UQJ70225,Hominidae,2017
UQJ70236,Hominidae,2017
UQJ70248,Hominidae,2017
UQJ70260,Hominidae,2017
UQJ70272,Hominidae,2017
UQJ70284,Hominidae,2017
UQJ70296,Hominidae,2018
UQJ70308,Hominidae,2018
UQJ70319,Hominidae,2018
UQJ70331,Hominidae,2018
UQJ70343,Hominidae,2018
UQJ70355,Hominidae,2018
UQJ70367,Hominidae,2018
UQJ70379,Hominidae,2018
UQJ70390,Hominidae,2018
UQJ70402,Hominidae,2018
UQJ70414,Hominidae,2018
UQJ70426,Hominidae,2018
UQJ70437,Hominidae,2018
UQJ70449,Hominidae,2018
UQJ70461,Hominidae,2018
UQJ70473,Hominidae,2018
UQJ70485,Hominidae,2018
UQJ70497,Hominidae,2018
UQJ70509,Hominidae,2018
UQJ70521,Hominidae,2018
UQJ70533,Hominidae,2018
UQJ70545,Hominidae,2018
UQJ70557,Hominidae,2018
UQJ70569,Hominidae,2018
UQJ70581,Hominidae,2018
UQJ70593,Hominidae,2018
UQJ70605,Hominidae,2018
UPO37852,Hominidae,2018-03-01
UPO37864,Hominidae,2018-04-14
UPO37876,Hominidae,2018-04-30
UPO37888,Hominidae,2018-04-11
UPO37900,Hominidae,2018-04-17
UPO37912,Hominidae,2018-04-03
UPO37924,Hominidae,2018-04-24
UPO37936,Hominidae,2018-04-21
UPO37948,Hominidae,2018-04-16
UPO37960,Hominidae,2018-04-07
UPO37972,Hominidae,2018-04-16
UPO37984,Hominidae,2018-05-06
UPO37996,Hominidae,2018-05-06
UPO38008,Hominidae,2018-07-22
UPO38020,Hominidae,2018-07-19
UPO38032,Hominidae,2018-07-27
UPO38044,Hominidae,2018-08-08
UPO38056,Hominidae,2018-02-21
UPO38068,Hominidae,2018-02-26
UPO38080,Hominidae,2018-03-10
UPO38092,Hominidae,2018-03-01
UPO38104,Hominidae,2018-03-03
UPO38200,Hominidae,2018-07-31
ULF48222,Hominidae,2018
UKQ19592,Hominidae,2015
UKQ19593,Hominidae,2016
UHH90634,Hominidae,1998-02-06
UHH90656,Hominidae,1998-01-26
UCF74290,Hominidae,2014
UCF74291,Hominidae,2016
UCF74292,Hominidae,2016
UCF74293,Hominidae,2016
QLI46600,Hominidae,2016
QLI46601,Hominidae,2016
QLI46602,Hominidae,2016
QLI46603,Hominidae,2016
QLI46604,Hominidae,2016
QLI46605,Hominidae,2016
QLI46607,Hominidae,2015
QLI46608,Hominidae,2015
QLI46609,Hominidae,2016
QLI46610,Hominidae,2015
QLI46611,Hominidae,2017
QLI46612,Hominidae,2014
QLI46613,Hominidae,2014
QLI46614,Hominidae,2014
QLI46615,Hominidae,2017
QLI46616,Hominidae,2017
QLI46617,Hominidae,2014
QLI46618,Hominidae,2017
QLI46619,Hominidae,2015
QLI46620,Hominidae,2016
QLI46621,Hominidae,2017
QLI46622,Hominidae,2017
QLI46623,Hominidae,2017
QLI46624,Hominidae,2015
QLI46625,Hominidae,2016
QLI46626,Hominidae,2016
QLI46627,Hominidae,2017
QLI46628,Hominidae,2017
QLI46629,Hominidae,2017
QLI46630,Hominidae,2017
QLI46631,Hominidae,2017
QLI46632,Hominidae,2017
QLI46633,Hominidae,2017
QLI46634,Hominidae,2015
QLI46635,Hominidae,2012
QXY08805,Hominidae,2010-07-31
QXY08816,Hominidae,2010-12-18
QXY08836,Hominidae,2012-01-05
QXY08901,Hominidae,2012-02-11
QXY08930,Hominidae,2012-02-16
QXY08962,Hominidae,2012-03-04
QXY08984,Hominidae,2012-03-19
QXY09027,Hominidae,2012-04-14
QXY09077,Hominidae,2012-05-15
QXY09109,Hominidae,2012-06-05
QXY09130,Hominidae,2012-06-09
QXY09141,Hominidae,2012-06-13
QXY09172,Hominidae,2012-06-22
QXY09224,Hominidae,2012-07-11
QXY09246,Hominidae,2012-07-13
QXY09257,Hominidae,2012-07-14
QXY09268,Hominidae,2012-07-17
QXY09383,Hominidae,2012-07-25
QXY09432,Hominidae,2012-08-04
QXY09443,Hominidae,2012-08-08
QXY09507,Hominidae,2002-08-12
QXY09518,Hominidae,2012-08-15
QXY09550,Hominidae,2012-09-08
QXY09594,Hominidae,2013-04-11
QXY09649,Hominidae,2013-05-12
QXY09671,Hominidae,2013-05-20
QXY09682,Hominidae,2013-05-22
QXY09704,Hominidae,2013-05-23
QXY09726,Hominidae,2013-05-28
QXY09748,Hominidae,2013-05-31
QXY09759,Hominidae,2013-06-04
QXY09770,Hominidae,2013-06-05
QXY09847,Hominidae,2013-06-11
QXY09891,Hominidae,2013-06-18
QXY09934,Hominidae,2013-06-26
QXY09956,Hominidae,2013-07-02
QXY09988,Hominidae,2013-07-27
QXY10021,Hominidae,2013-08-12
QXY10053,Hominidae,2013-09-03
QXY10064,Hominidae,2013-09-05
QXY10075,Hominidae,2013-09-16
QXY10086,Hominidae,2013-09-17
QXY10163,Hominidae,2013-11-07
QXY10174,Hominidae,2013-11-12
QXY10229,Hominidae,2014-03-20
QXY10262,Hominidae,2014-04-14
QXY10284,Hominidae,2014-04-19
QXY10372,Hominidae,2014-06-17
QXY10383,Hominidae,2014-06-22
QXY10405,Hominidae,2014-07-14
QXY10416,Hominidae,2014-07-18
QXY10427,Hominidae,2014-07-18
QXY10438,Hominidae,2014-07-21
QXY10449,Hominidae,2014-07-22
QXY10460,Hominidae,2014-08-13
QXY10469,Hominidae,2014-09-03
QXY10480,Hominidae,2014-09-04
QXY10491,Hominidae,2014-09-04
QXY10502,Hominidae,2015-03-26
QXY10513,Hominidae,2015-05-23
QXY10524,Hominidae,2015-05-30
QXY10535,Hominidae,2015-06-01
QXY10546,Hominidae,2015-06-02
QXY10557,Hominidae,2015-06-03
QXY10568,Hominidae,2015-06-05
QXY10579,Hominidae,2015-06-06
QXY10590,Hominidae,2015-06-06
QXY10601,Hominidae,2015-06-09
QXY10612,Hominidae,2015-06-10
QXY10623,Hominidae,2015-06-09
QXY10634,Hominidae,2015-06-11
QXY10645,Hominidae,2015-06-12
QXY10656,Hominidae,2015-06-16
QXY10667,Hominidae,2015-06-16
QXY10678,Hominidae,2015-06-16
QXY10689,Hominidae,2015-06-16
QXY10699,Hominidae,2015-06-17
QXY10710,Hominidae,2015-06-20
QXY10721,Hominidae,2015-06-20
QXY10732,Hominidae,2015-06-20
QXY10743,Hominidae,2015-06-22
QXY10754,Hominidae,2015-06-23
QXY10765,Hominidae,2015-06-23
QXY10776,Hominidae,2015-06-25
QXY10787,Hominidae,2015-06-25
QXY10797,Hominidae,2015-06-27
QXY10808,Hominidae,2015-06-27
QXY10819,Hominidae,2015-06-28
QXY10830,Hominidae,2015-07-03
QXY10841,Hominidae,2015-07-02
QXY10852,Hominidae,2015-07-03
QXY10863,Hominidae,2015-07-05
QXY10874,Hominidae,2015-07-05
QXY10885,Hominidae,2015-07-06
QXY10896,Hominidae,2015-07-07
QXY10907,Hominidae,2015-07-08
QXY10918,Hominidae,2015-07-11
QXY10929,Hominidae,2015-07-14
QXY10940,Hominidae,2015-07-14
QXY10951,Hominidae,2015-07-15
QXY10962,Hominidae,2015-07-15
QXY10973,Hominidae,2015-07-16
QXY10984,Hominidae,2015-07-17
QXY10995,Hominidae,2015-07-24
QXY11006,Hominidae,2015-07-25
QXY11017,Hominidae,2015-07-26
QXY11028,Hominidae,2015-08-01
QXY11060,Hominidae,2015-08-01
QXY11071,Hominidae,2015-08-07
QXY11082,Hominidae,2015-08-09
QXY11093,Hominidae,2015-08-11
QXY11104,Hominidae,2015-08-24
QXY11115,Hominidae,2015-08-26
QXY11126,Hominidae,2015-08-29
QXY11137,Hominidae,2015-09-01
QXY11148,Hominidae,2015-09-02
QXY11159,Hominidae,2015-10-12
QXY11170,Hominidae,2015-11-02
QXY11192,Hominidae,2016-06-04
QXY11214,Hominidae,2016-07-10
QXY11236,Hominidae,2016-07-25
QXY11346,Hominidae,2018-03-24
QXY11357,Hominidae,2018-04-20
QXY11376,Hominidae,2018-05-01
QXY11386,Hominidae,2018-05-14
QXY11397,Hominidae,2018-05-20
QXY11407,Hominidae,2018-05-29
QXY11419,Hominidae,2018-06-03
QXY11430,Hominidae,2018-06-01
QXY11441,Hominidae,2018-06-01
QXY11451,Hominidae,2018-06-12
QXY11462,Hominidae,2018-06-15
QXY11473,Hominidae,2018-07-04
QXY11484,Hominidae,2018-07-09
QXY11495,Hominidae,2018-07-10
QXY11506,Hominidae,2018-07-10
QXY11517,Hominidae,2018-07-10
QXY11528,Hominidae,2018-07-12
QXY11539,Hominidae,2018-07-17
QXY11550,Hominidae,2018-07-25
QXY11561,Hominidae,2018-07-28
QXY11571,Hominidae,2018-07-28
QXY11582,Hominidae,2018-08-04
QXY11592,Hominidae,2018-08-01
QXY11603,Hominidae,2018-08-10
QXY11614,Hominidae,2018-08-23
QXY11623,Hominidae,2018-08-23
QXY11633,Hominidae,2018-08-27
QXY12040,Hominidae,2018-04-22
QXY12051,Hominidae,2018-05-30
QXY12062,Hominidae,2018-07-12
QXY12073,Hominidae,2018-08-06
QXY12084,Hominidae,2014-10-19
QXY12139,Hominidae,2017-12-22
QXY12150,Hominidae,2018-08-29
QXY12172,Hominidae,2012-05-24
QXY12183,Hominidae,2013-06-08
QXY12194,Hominidae,2013-06-15
QXY12238,Hominidae,2013-07-14
QXY12260,Hominidae,2014-01-04
QXY12271,Hominidae,2014-06-19
QXY12282,Hominidae,2016-08-24
QXY12293,Hominidae,2016-12-12
QXY12304,Hominidae,2017-10-04
QXY12315,Hominidae,2018-09-12
QXY12359,Hominidae,2012-08-01
QXY12370,Hominidae,2012-03-21
QXY12412,Hominidae,2012-10-10
QXY12443,Hominidae,2012-08-05
QXY12465,Hominidae,2017-01-27
QXY12476,Hominidae,2017-08-05
QXY12487,Hominidae,2017-08-30
QXY12498,Hominidae,2017-11-30
QWY11384,Hominidae,2008
QWY11385,Hominidae,2008
QWY11386,Hominidae,2008
QWY11387,Hominidae,2008
QWY11388,Hominidae,2009
QWY11389,Hominidae,2009
QWY11390,Hominidae,2009
QWY11391,Hominidae,2016
QWY11392,Hominidae,2007
QWY11393,Hominidae,2007
QWY11394,Hominidae,2010
QWY11395,Hominidae,2010
QWY11396,Hominidae,2010
QWY11397,Hominidae,2010
QWY11398,Hominidae,2013
QWY11399,Hominidae,2013
QWY11400,Hominidae,2008
QWY11401,Hominidae,2013
QWY11402,Hominidae,2013
QWY11403,Hominidae,2013
QWY11404,Hominidae,2003
QWY11405,Hominidae,2009
QWY11406,Hominidae,2009
QWY11407,Hominidae,2003
QWY11408,Hominidae,2003
QWY11409,Hominidae,2003
QWY11410,Hominidae,2013
QWY11411,Hominidae,2003
QWY11412,Hominidae,2003
QWY11413,Hominidae,2013
QWY11414,Hominidae,2013
QWY11415,Hominidae,2006
QWY11416,Hominidae,2013
QWY11417,Hominidae,2013
QWY11418,Hominidae,2014
QWY11419,Hominidae,2013
QWY11420,Hominidae,2013
QWY11421,Hominidae,2008
QWY11422,Hominidae,2013
QWY11423,Hominidae,2013
QWY11424,Hominidae,2008
QWY11425,Hominidae,2008
QWY11426,Hominidae,2008
QWY11427,Hominidae,2008
QWY11428,Hominidae,2008
QWY11429,Hominidae,2008
QWY11430,Hominidae,2013
QWY11431,Hominidae,2014
QWY11432,Hominidae,2014
QWY11433,Hominidae,2014
QWY11434,Hominidae,2014
QWY11435,Hominidae,2014
QWY11436,Hominidae,2014
QWY11437,Hominidae,2014
QWY11438,Hominidae,2014
QWY11439,Hominidae,2008
QWY11440,Hominidae,2014
QWY11441,Hominidae,2014
QWY11442,Hominidae,2014
QWY11443,Hominidae,2015
QWY11444,Hominidae,2007
QWY11445,Hominidae,2015
QWY11446,Hominidae,2015
QWY11447,Hominidae,2015
QWY11448,Hominidae,2016
QWY11449,Hominidae,2016
QWY11450,Hominidae,2017
QWY11451,Hominidae,2009
QWY11452,Hominidae,2009
QWY11453,Hominidae,2009
QWY11454,Hominidae,2009
QWY11455,Hominidae,2009
QWY11456,Hominidae,2009
QWY11457,Hominidae,2009
QWY11458,Hominidae,2007
QWY11459,Hominidae,2009
QWY11460,Hominidae,2007
QWY11461,Hominidae,2010
QWY11462,Hominidae,2007
QWY11463,Hominidae,2010
QWY11464,Hominidae,2010
QWY11465,Hominidae,2010
QWY11466,Hominidae,2010
QWY11467,Hominidae,2007
QWY11468,Hominidae,2010
QWY11469,Hominidae,2007
QWY11470,Hominidae,2007
QWY11471,Hominidae,2012
QWY11472,Hominidae,2012
QWY11473,Hominidae,2012
QWY11474,Hominidae,2012
QWY11475,Hominidae,2012
QWY11476,Hominidae,2012
QWY11477,Hominidae,2012
QWY11478,Hominidae,2012
QWY11479,Hominidae,2012
QWY11480,Hominidae,2012
QWY11481,Hominidae,2012
QTW43737,Hominidae,2017-05-09
QTW43749,Hominidae,2017-05-17
QTW43761,Hominidae,2017-05-30
QTG69701,Suidae,2016
QHX59581,Hominidae,2014
QHX59582,Hominidae,2014
QHX59583,Hominidae,2014
QHX59584,Hominidae,2014
QHX59585,Hominidae,2014
QHX59586,Hominidae,2014
QHX59587,Hominidae,2014
QHX59588,Hominidae,2014
QHX59589,Hominidae,2014
QHX59590,Hominidae,2014
QHX59591,Hominidae,2014
QHX59592,Hominidae,2014
QHX59593,Hominidae,2014
QHX59594,Hominidae,2014
QHX59595,Hominidae,2014
QHX59596,Hominidae,2014
QHX59597,Hominidae,2014
QHX59598,Hominidae,2014
QHX59599,Hominidae,2014
QHX59600,Hominidae,2014
QHX59601,Hominidae,2014
QHX59602,Hominidae,2014
QHX59603,Hominidae,2014
QHX59604,Hominidae,2014
QHX59605,Hominidae,2014
QHX59606,Hominidae,2014
QHX59607,Hominidae,2014
QHX59608,Hominidae,2014
QHX59609,Hominidae,2014
QHX59610,Hominidae,2014
QHX59611,Hominidae,2014
QHX59612,Hominidae,2014
QHX59613,Hominidae,2014
QHX59614,Hominidae,2014
QHX59615,Hominidae,2014
QHX59616,Hominidae,2014
QHX59617,Hominidae,2014
QHX59618,Hominidae,2014
QHX59619,Hominidae,2014
QHX59620,Hominidae,2014
QHX59621,Hominidae,2014
QHX59622,Hominidae,2014
QHX59623,Hominidae,2014
QHX59624,Hominidae,2014
QHX59625,Hominidae,2014
QHX59626,Hominidae,2014
QHX59627,Hominidae,2014
QHX59628,Hominidae,2014
QHX59629,Hominidae,2014
QHX59630,Hominidae,2014
QHX59631,Hominidae,2014
QHX59632,Hominidae,2015
QHX59633,Hominidae,2015
QHX59634,Hominidae,2015
QHX59635,Hominidae,2014
QHX59636,Hominidae,2015
QHX59637,Hominidae,2015
QHX59638,Hominidae,2014
QHX59639,Hominidae,2014
QHX59640,Hominidae,2014
QHX59641,Hominidae,2014
QHX59642,Hominidae,2014
QHX59643,Hominidae,2015
QHX59644,Hominidae,2015
QHX59645,Hominidae,2015
QHX59646,Hominidae,2015
QHX59647,Hominidae,2015
QHX59648,Hominidae,2015
QHX59649,Hominidae,2015
QHX59650,Hominidae,2015
QHX59651,Hominidae,2015
QHX59652,Hominidae,2015
QHX59653,Hominidae,2015
QHX59654,Hominidae,2015
QHX59655,Hominidae,2016
QHX59656,Hominidae,2016
QHX59657,Hominidae,2016
QHX59658,Hominidae,2015
QHX59659,Hominidae,2016
QHX59660,Hominidae,2015
QHX59661,Hominidae,2015
QHX59662,Hominidae,2015
QHX59663,Hominidae,2015
QHX59664,Hominidae,2015
QHX59665,Hominidae,2015
QHX59666,Hominidae,2015
QHX59667,Hominidae,2015
QHX59668,Hominidae,2015
QHX59669,Hominidae,2016
QHX59670,Hominidae,2015
QHX59671,Hominidae,2015
QHX59672,Hominidae,2015
QHX59673,Hominidae,2015
QHX59674,Hominidae,2015
QHX59675,Hominidae,2016
QHX59676,Hominidae,2016
QHX59677,Hominidae,2016
QHX59678,Hominidae,2015
QHX59679,Hominidae,2015
QHX59680,Hominidae,2015
QHX59681,Hominidae,2015
QHX59682,Hominidae,2015
QHX59683,Hominidae,2015
QHX59684,Hominidae,2015
QHX59685,Hominidae,2015
QHX59686,Hominidae,2015
QHX59687,Hominidae,2015
QHX59688,Hominidae,2016
QHX59689,Hominidae,2016
QHX59690,Hominidae,2016
QHX59691,Hominidae,2015
QHX59692,Hominidae,2015
QHX59693,Hominidae,2015
QHX59694,Hominidae,2015
QHX59695,Hominidae,2015
QHX59696,Hominidae,2015
QHX59697,Hominidae,2015
QHX59698,Hominidae,2015
QHX59699,Hominidae,2016
QHX59700,Hominidae,2016
QHX59701,Hominidae,2016
QHX59702,Hominidae,2016
QHX59703,Hominidae,2015
QHX59704,Hominidae,2015
QHX59705,Hominidae,2016
QHX59706,Hominidae,2016
QHX59707,Hominidae,2016
QHX59708,Hominidae,2016
QHX59709,Hominidae,2016
QHX59710,Hominidae,2016
QHX59711,Hominidae,2016
QHX59712,Hominidae,2016
QHX59713,Hominidae,2016
QHX59714,Hominidae,2016
QHX59715,Hominidae,2016
QHX59716,Hominidae,2016
QHX59717,Hominidae,2016
QHX59718,Hominidae,2016
QHX59719,Hominidae,2016
QHX59720,Hominidae,2016
QHX59721,Hominidae,2016
QHX59722,Hominidae,2016
QHX59723,Hominidae,2016
QHX59724,Hominidae,2016
QHX59725,Hominidae,2016
QHX59726,Hominidae,2016
QHX59727,Hominidae,2016
QHX59728,Hominidae,2016
QHX59729,Hominidae,2016
QHX59730,Hominidae,2016
QHX59731,Hominidae,2016
QHX59733,Hominidae,2016
QHX59734,Hominidae,2014
QHX59735,Hominidae,2014
QHX59736,Hominidae,2014
QRK14601,Hominidae,2015
QRK14602,Hominidae,2014
QRK14603,Hominidae,2015
QRK14604,Hominidae,2015
QRK14605,Hominidae,2013
QRK14606,Hominidae,2013
QRK14607,Hominidae,2013
QRK14608,Hominidae,2014
QRK14609,Hominidae,2014
QRK14610,Hominidae,2014
QRK14611,Hominidae,2014
QRK14612,Hominidae,2014
QRK14613,Hominidae,2014
QRK14614,Hominidae,2013
QRK14615,Hominidae,2015
QRK14616,Hominidae,2014
QRK14617,Hominidae,2014
QRK14618,Hominidae,2014
QRK14619,Hominidae,2014
QRK14620,Hominidae,2014
QRK14621,Hominidae,2014
QRK14622,Hominidae,2014
QRK14623,Hominidae,2014
QRK14624,Hominidae,2014
QRK14625,Hominidae,2014
QRK14626,Hominidae,2014
QRK14627,Hominidae,2014
QRK14628,Hominidae,2014
QRK14629,Hominidae,2014
QRK14630,Hominidae,2014
QRK14631,Hominidae,2014
QRK14632,Hominidae,2014
QRK14633,Hominidae,2015
QRK14634,Hominidae,2015
QRK14635,Hominidae,2015
QRK14636,Hominidae,2014
QRK14637,Hominidae,2015
QRK14638,Hominidae,2013
QRK14639,Hominidae,2013
QRK14640,Hominidae,2015
QRK14641,Hominidae,2015
QRK14642,Hominidae,2013
QRK14643,Hominidae,2015
QRK14644,Hominidae,2015
QRK14645,Hominidae,2015
QRK14646,Hominidae,2014
QRK14647,Hominidae,2015
QRK14648,Hominidae,2015
QRK14649,Hominidae,2013
QRK14650,Hominidae,2010
QRK14651,Hominidae,2010
QRK14652,Hominidae,2013
QRK14653,Hominidae,2013
QRK14654,Hominidae,2012
QRK14655,Hominidae,2013
QRK14656,Hominidae,2015
QRK14657,Hominidae,2013
QRK14658,Hominidae,2015
QRK14659,Hominidae,2015
QRK14660,Hominidae,2013
QRK14661,Hominidae,2014
QRK14662,Hominidae,2015
QRK14663,Hominidae,2014
QRK14664,Hominidae,2015
QRK14665,Hominidae,2013
QRK14666,Hominidae,2011
QRK14667,Hominidae,2013
QRK14668,Hominidae,2015
QRK14669,Hominidae,2014
QRK14670,Hominidae,2014
QRK14671,Hominidae,2014
QRK14672,Hominidae,2014
QRK14673,Hominidae,2014
QRK14674,Hominidae,2011
QRK14675,Hominidae,2015
QRK14676,Hominidae,2013
QRK14677,Hominidae,2011
QRK14678,Hominidae,2014
QRK14679,Hominidae,2015
QRK14680,Hominidae,2014
QRK14681,Hominidae,2013
QRK14682,Hominidae,2015
QRK14683,Hominidae,2013
QRK14684,Hominidae,2015
QRK14685,Hominidae,2014
QRK14686,Hominidae,2014
QRK14687,Hominidae,2014
QRK14688,Hominidae,2014
QRK14689,Hominidae,2014
QRK14690,Hominidae,2015
QRK14691,Hominidae,2014
QRK14692,Hominidae,2014
QRK14693,Hominidae,2014
QRK14694,Hominidae,2014
QRK14695,Hominidae,2014
QRK14696,Hominidae,2015
QRK14697,Hominidae,2013
QRK14698,Hominidae,2014
QRK14699,Hominidae,2014
QRK14700,Hominidae,2016
QRK14701,Hominidae,2013
QRK14702,Hominidae,2010
QRK14703,Hominidae,2010
QRK14704,Hominidae,2015
QRK14705,Hominidae,2010
QRK14706,Hominidae,2010
QRK14707,Hominidae,2013
QRK14708,Hominidae,2010
BCI57607,Hominidae,2014-10
BCI57618,Hominidae,2015-07
BCD71219,Hominidae,2016-02
BCD71230,Hominidae,2016-03
BCD71252,Hominidae,2016-03
BCD71274,Hominidae,2016-03
BCD71296,Hominidae,2016-03
BCD71307,Hominidae,2016-03
BCD71340,Hominidae,2016
BCD71351,Hominidae,2016-04
BCD71362,Hominidae,2016-04
BCD71384,Hominidae,2016-05
BCD71395,Hominidae,2016
BCD71439,Hominidae,2016
BCD71472,Hominidae,2017-03
BCD71483,Hominidae,2017-03
BCD71494,Hominidae,2017-04
BCD71510,Hominidae,2017-04
BCD71619,Hominidae,2017-04
BCD71630,Hominidae,2017-04
BCD71718,Hominidae,2017-05
BCD71795,Hominidae,2017-04
BCD71817,Hominidae,2017-05
BCD71828,Hominidae,2017-05
BCD71839,Hominidae,2017-05
BCK33955,Hominidae,2016
BCK33959,Hominidae,2016
BCK33965,Hominidae,2016
BCK33967,Hominidae,2016
BCK33968,Hominidae,2016
BCK33971,Hominidae,2016
BCK33972,Hominidae,2016
BCK33975,Hominidae,2016
BCK33976,Hominidae,2016
BCK33978,Hominidae,2016
BCK33982,Hominidae,2016
BCK33983,Hominidae,2016
BCK33984,Hominidae,2016
BCK33986,Hominidae,2016
BCK33990,Hominidae,2016
BCK33991,Hominidae,2016
BCK33993,Hominidae,2016
BCK33995,Hominidae,2016
BCK33997,Hominidae,2016
BCK33999,Hominidae,2016
BCK34000,Hominidae,2016
BCK34001,Hominidae,2016
BCK34010,Hominidae,2016
BCK34011,Hominidae,2016
BCK34587,Hominidae,2017
BCK34588,Hominidae,2017
QPK41247,Hominidae,2002
QPK41248,Hominidae,2009
QPK41249,Hominidae,2005
QPK41250,Hominidae,2008
QPK41251,Suidae,1975
QPK41252,Suidae,1975
QPG86690,Hominidae,1974
QMW49259,Hominidae,2006
QMW49270,Hominidae,2006
QMW49281,Hominidae,2006
QMW49292,Hominidae,2006
QMW49303,Hominidae,2006
QMW49314,Hominidae,2006
QMW49325,Hominidae,2006
QMW49336,Hominidae,2006
QMW49347,Hominidae,2006
QMW49358,Hominidae,2006
QMW49369,Hominidae,2006
QMW49391,Hominidae,2008
QMW49402,Hominidae,2008
QMW49413,Hominidae,2009
QMW49424,Hominidae,2009
QMW49435,Hominidae,2004
QMW49446,Hominidae,2004
QMW49457,Hominidae,2004
QMW49468,Hominidae,2004
QMW49479,Hominidae,2004
QMW49490,Hominidae,2004
QMW49501,Hominidae,2004
QMW49512,Hominidae,2004
QMW49523,Hominidae,2009
QMW49534,Hominidae,2004
QMW49545,Hominidae,2004
QMW49556,Hominidae,2004
QMW49567,Hominidae,2009
QMW49578,Hominidae,2009
QMW49589,Hominidae,2007
QMW49600,Hominidae,2004
QMW49611,Hominidae,2007
QMW49622,Hominidae,2009
QMW49633,Hominidae,2009
QMW49644,Hominidae,2009
QMW49655,Hominidae,2014
QMW49666,Hominidae,2007
QMW49677,Hominidae,2014
QMW49688,Hominidae,2009
QMW49699,Hominidae,2009
QMW49710,Hominidae,2017
QMW49721,Hominidae,2007
QMW49732,Hominidae,2008
QMW49743,Hominidae,2008
QMW49754,Hominidae,2008
QMW49765,Hominidae,2008
QMW49776,Hominidae,2008
QMW49787,Hominidae,2008
QMW49798,Hominidae,2010
QMW49809,Hominidae,2003
QMW49820,Hominidae,2003
QMW49831,Hominidae,2003
QMW49842,Hominidae,2013
QMW49853,Hominidae,2009
QMW49864,Hominidae,2009
QMW49875,Hominidae,2009
QMW49886,Hominidae,2004
QMW49897,Hominidae,2006
QMW49908,Hominidae,2004
QMW49919,Hominidae,2002
QMW49930,Hominidae,2002
QMW49941,Hominidae,2002
QMW49952,Hominidae,2002
QMW49963,Hominidae,2002
QMW49974,Hominidae,2002
QMW49985,Hominidae,2002
QMW49996,Hominidae,2002
QMW50007,Hominidae,2002
QMW50018,Hominidae,2002
QMW50029,Hominidae,2002
QMW50040,Hominidae,2002
QMW50051,Hominidae,2002
QMW50062,Hominidae,2002
QMW50073,Hominidae,2015
QMW50084,Hominidae,2015
QMW50095,Hominidae,2015
QMW50106,Hominidae,2005
QMW50117,Hominidae,2003
QMW50128,Hominidae,2003
QMW50139,Hominidae,2014
QMW50150,Hominidae,2003
QMW50161,Hominidae,2003
QMW50172,Hominidae,2014
QMW50183,Hominidae,2005
QMW50194,Hominidae,2005
QMW50205,Hominidae,2005
QMW50216,Hominidae,2006
QMW50227,Hominidae,2014
QMW50238,Hominidae,2005
QMW50249,Hominidae,2005
QMW50260,Hominidae,2006
QMW50271,Hominidae,2006
QMW50282,Hominidae,2006
QMW50293,Hominidae,2006
QMW50304,Hominidae,2006
QMW50315,Hominidae,2007
QMW50326,Hominidae,2007
QMW50337,Hominidae,2007
QMW50348,Hominidae,2006
QMW50359,Hominidae,2006
QMW50370,Hominidae,2006
QMW50381,Hominidae,2006
BCF80010,Hominidae,2017
BCF80011,Hominidae,2017
BCF80012,Hominidae,2017
BCF80013,Hominidae,2017
BCF80018,Hominidae,2015
QNG71146,Hominidae,2014
QNH67659,Hominidae,2018-03
QNH67670,Hominidae,2018-03
QNH82071,Hominidae,2017
QNH82082,Hominidae,2017
QNH82093,Hominidae,2017
QNH82104,Hominidae,2017
QNH82115,Hominidae,2017
QNH82206,Hominidae,2017
QNG71091,Hominidae,2009
QNG71102,Hominidae,2009
QNG71113,Hominidae,2009
QNG71124,Hominidae,2009
QNG71135,Hominidae,2012
QKE59906,Hominidae,2015
QKE59917,Hominidae,2011
QKE59928,Hominidae,2011
QKE59939,Hominidae,2011
QKE59950,Hominidae,2011
QKE59961,Hominidae,2011
QKE59972,Hominidae,2011
QKE59983,Hominidae,2011
QKE59994,Hominidae,2011
QKE60005,Hominidae,2011
QKE60016,Hominidae,2011
QKE60027,Hominidae,2016
QKE60038,Hominidae,2016
QKE60049,Hominidae,2016
QKE60060,Hominidae,2016
QKE60071,Hominidae,2016
QKE60082,Hominidae,2016
QKE60093,Hominidae,2016
QKE60103,Hominidae,2016
QKE60114,Hominidae,2016
QKE60125,Hominidae,2016
QKE60136,Hominidae,2012
QKE60147,Hominidae,2013
QKE60158,Hominidae,2013
QKE60169,Hominidae,2013
QKE60180,Hominidae,2013
QKE60191,Hominidae,2013
QKE60202,Hominidae,2013
QKE60213,Hominidae,2015
QKE60224,Hominidae,2015
QKE60235,Hominidae,2015
QKE60246,Hominidae,2015
QKE60257,Hominidae,2015
QKE60268,Hominidae,2015
QKE60279,Hominidae,2015
QKE60290,Hominidae,2015
QLL91253,Hominidae,2017-03-06
QLL91254,Hominidae,2018-04-03
QLM05531,Hominidae,2018
QKX94432,Hominidae,2016-01-15
QKX94476,Hominidae,2016-02-26
QKX94536,Hominidae,2016-08-01
QKX94597,Hominidae,2017-03-29
QKX94609,Hominidae,2017-04-26
QKX94616,Hominidae,2017-05-05
QKX94625,Hominidae,2017-08-27
BBI47564,Hominidae,2013-02
BBI57785,Hominidae,2013-02
